"neq","nom","full_address","adresse","ville","province","code_postal","pays","nir","titre","categorie_transport","date_inscription","date_prochaine_maj","code_securite","droit_circulation","droit_exploiter","motif","extra_values","vrac_numero_inscription","vrac_region_exploitation","vrac_nombre_camions","vrac_nom_courtier"
"1141507997","LES ALIMENTS ALDEN INC.","2710, rue Halpern Montréal (Québec)  H4S 1R6","2710, rue Halpern","Montréal","Québec","H4S 1R6","","R-530075-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-19","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141286915","GESTION LAFOREST INC.","","","","","","","R-550856-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-10-08 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141288143","FONDATIONS C. DÉSILETS (2009) INC.","60, montée de Saint-Sulpice Saint-Sulpice (Québec)  J5W 4L5","60, montée de Saint-Sulpice","Saint-Sulpice","Québec","J5W 4L5","","R-592962-6","Propriétaire et exploitant de véhicules lourds","Marchandises","2009-11-17 14:51","2026-11-17","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141288192","9011-0446 QUÉBEC INC.","","","","","","","R-006205-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141288234","CENTRE DE BÉNÉVOLAT ET MOISSON LAVAL","1870, rue Michelin Laval (Québec)  H7L 4R3","1870, rue Michelin","Laval","Québec","H7L 4R3","","R-516523-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-30","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141338732","DELOM SERVICES INC.","13065, rue Jean-Grou Montréal (Québec)  H1A 3N6","13065, rue Jean-Grou","Montréal","Québec","H1A 3N6","","R-514042-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-11-28","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141339110","ENVIRONNEMENT P.S.L. INC.","121, rue Industrielle Delson (Québec)  J5B 1W2","121, rue Industrielle","Delson","Québec","J5B 1W2","","R-532084-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-02-14","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141339797","GARAGE DANIEL MARTIN INC.","700, Route 112 Saint-Césaire (Québec)  J0L 1T0","700, Route 112","Saint-Césaire","Québec","J0L 1T0","","R-577411-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141419060","LES TRANSPORTS YVES LASSELLE INC.","124, rte Watkins Saint-Germain-de-Grantham (Québec)  J0C 1K0","124, rte Watkins","Saint-Germain-de-Grantham","Québec","J0C 1K0","","R-006627-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-29","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141419276","ÉLÉVATION ET TRANSPORT DE BÂTISSES GODARD INC.","325, rue Mary Lachute (Québec)  J8H 4P7","325, rue Mary","Lachute","Québec","J8H 4P7","","R-505346-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2025-12-03","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141419300","GESTION GUY CHAREST INC.","","","","","","","R-004310-0","Propriétaire et exploitant de véhicules lourds","Sans objet","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141419417","LES PRODUCTIONS CASTOR & POLUX INC.","","","","","","","R-570952-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141508656","GESTION 2526 INC.","2708, rue du Paysan Lévis (Québec)  G6W 7A2","2708, rue du Paysan","Lévis","Québec","G6W 7A2","","R-120388-5","Propriétaire de véhicules lourds","Sans objet","2016-06-28 16:05","2026-07-14","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141527722","LES ENTREPRISES D'ÉLECTRICITÉ GÉLINAS INC","","","","","","","R-557485-1","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141528050","JEAN MORNEAU INC.","735, rue Taché Saint-Pascal (Québec)  G0L 3Y0","735, rue Taché","Saint-Pascal","Québec","G0L 3Y0","","R-026569-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-22","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141528290","LES PALETTES B.B. INC.","701, rue Dubois Saint-Eustache (Québec)  J7P 3W1","701, rue Dubois","Saint-Eustache","Québec","J7P 3W1","","R-538955-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-09","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141289182","9337-0286 QUÉBEC INC.","278, rue St-Laurent Trois-Rivières (Québec)  J8T 6G7","278, rue St-Laurent","Trois-Rivières","Québec","J8T 6G7","","R-051787-1","Propriétaire et exploitant de véhicules lourds","Marchandises","2011-05-20 16:18","2026-07-22","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141289281","GROUPE MARIENO INC.","1221, rue Tellier Laval (Québec)  H7C 2H1","1221, rue Tellier","Laval","Québec","H7C 2H1","","R-566644-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2003-03-20 16:30","2026-12-23","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141340589","PARC LANGLOIS INC.","10, rue Martin Pointe-Lebel (Québec)  G0H 1N0","10, rue Martin","Pointe-Lebel","Québec","G0H 1N0","","R-019890-4","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141340712","TRANSBY INC.","423, avenue Pie X Saint-Christophe-d'Arthabaska (Québec)  G6P 6S1","423, avenue Pie X","Saint-Christophe-d'Arthabaska","Québec","G6P 6S1","","R-005067-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141341389","LES ENSEMENCEMENTS DENIS OUELLET INC","1747, Route 155 N La Bostonnais (Québec)  G9X 0A7","1747, Route 155 N","La Bostonnais","Québec","G9X 0A7","","R-038448-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2003-07-10 09:23","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141341868","LA MAISON DU PAYSAGISTE MARIO GUINDON INC.","579, 7e Avenue Vaudreuil-Dorion (Québec)  J7V 3A7","579, 7e Avenue","Vaudreuil-Dorion","Québec","J7V 3A7","","R-535343-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141419987","LES ENTREPRISES FORESTIÈRES LEBLANC INC.","","","","","","","R-025980-5","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141528878","LA SOCIÉTÉ CANADIAN TIRE LIMITÉE","30, rue de l'Acier Coteau-du-Lac (Québec)  J0P 1B0","30, rue de l'Acier","Coteau-du-Lac","Québec","J0P 1B0","","R-519469-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2017-05-05 11:02","2026-03-06","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141530676","ÉRABLIÈRE F.L.G. INC.","329, ch. du Rang-Saint-Grégoire S Auclair (Québec)  G0L 1A0","329, ch. du Rang-Saint-Grégoire S","Auclair","Québec","G0L 1A0","","R-052536-1","Propriétaire et exploitant de véhicules lourds","Marchandises","2011-09-21 09:43","2026-01-11","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141290016","EMBALLAGES POLIPLASTIC INC.","415, rue Saint-Vallier Granby (Québec)  J2G 7Y3","415, rue Saint-Vallier","Granby","Québec","J2G 7Y3","","R-530062-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-12","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141290115","LE CENTRE D'INTERVENTION-JEUNESSE DES MASKOUTAINS","","","","","","","R-577077-2","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141342015","LES CONSULTANTS BERTRAND LACHANCE INC.","63, montée des Bois Saint-Ferréol-les-Neiges (Québec)  G0A 3R0","63, montée des Bois","Saint-Ferréol-les-Neiges","Québec","G0A 3R0","","R-047262-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2008-08-01 14:31","2026-08-17","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141422288","LES ENTREPRISES TRUCK N'ROLL INC.","2195, boul. Hymus Dorval (Québec)  H9P 1J8","2195, boul. Hymus","Dorval","Québec","H9P 1J8","","R-508562-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-11-12","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,liste des intermédiaires en services de transport","","","",""
"1141440777","CUISINES MRS INC.","11, rue de la Nicolet Victoriaville (Québec)  G6P 7H2","11, rue de la Nicolet","Victoriaville","Québec","G6P 7H2","","R-012864-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-10","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141531385","CENTRE RÉGIONAL DE SERVICES AUX BIBLIOTHÈQUES PUBLIQUES (C.R.S.B.P.) DU BAS-SAINT-LAURENT INC.","465, rue Saint-Pierre Rivière-du-Loup (Québec)  G5R 4T6","465, rue Saint-Pierre","Rivière-du-Loup","Québec","G5R 4T6","","R-007878-3","Exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-31","Satisfaisant - Non audité","Non","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141532052","GARAGE ROCHON ET FILS INC.","2255, boul. Henri-Bourassa Québec (Québec)  G1J 0K4","2255, boul. Henri-Bourassa","Québec","Québec","G1J 0K4","","R-039524-5","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141532201","TRANSPORTS MULTIDIMENSIONNELS R.D.T. INC.","566, rte du Canton Brownsburg-Chatham (Québec)  J8G 1P8","566, rte du Canton","Brownsburg-Chatham","Québec","J8G 1P8","","R-508514-8","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141292301","GARAGE L.J. ROY INC.","38, rue Commerciale Saint-Damien-de-Buckland (Québec)  G0R 2Y0","38, rue Commerciale","Saint-Damien-de-Buckland","Québec","G0R 2Y0","","R-020822-4","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141292558","CONSTRUCTION GHISLAIN D'AMOURS INC.","11, rue Rioux Sayabec (Québec)  G0J 3K0","11, rue Rioux","Sayabec","Québec","G0J 3K0","","R-106999-7","Propriétaire et exploitant de véhicules lourds","Marchandises","2014-01-15 14:58","2026-02-01","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141344037","GESTION GABRIEL BORDUAS INC.","","","","","","","R-556575-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2000-11-09 14:48","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141440827","PORCHERIES R.G. D'AMOURS INC.","660, ch. Cochrane Compton (Québec)  J0B 1L0","660, ch. Cochrane","Compton","Québec","J0B 1L0","","R-116362-6","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141532532","CIMENT PROJETÉ ET PISCINES ORLÉANS INC.","1667, ch. Royal Saint-Pierre-de-l'Île-d'Orléans (Québec)  G0A 4E0","1667, ch. Royal","Saint-Pierre-de-l'Île-d'Orléans","Québec","G0A 4E0","","R-022719-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141533126","9011-9850 QUÉBEC INC.","4568, boul. Sainte-Anne Québec (Québec)  G1C 2H9","4568, boul. Sainte-Anne","Québec","Québec","G1C 2H9","","R-025115-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-26","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141533589","FERME CLAUDE DUMOUCHEL INC.","286, rang La Frenière Saint-Édouard (Québec)  J0L 1Y0","286, rang La Frenière","Saint-Édouard","Québec","J0L 1Y0","","R-105310-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2013-08-30 10:35","2026-11-03","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141295197","DISCO-BAR LE GLOBE INC.","","","","","","","R-575957-7","Propriétaire et exploitant de véhicules lourds","Marchandises","2005-04-20 11:04","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141358649","9011-4497 QUÉBEC INC.","2621, av. de la Rotonde Lévis (Québec)  G6X 2M2","2621, av. de la Rotonde","Lévis","Québec","G6X 2M2","","R-135858-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2019-07-17 13:58","2026-07-16","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1141358961","9011-4588 QUÉBEC INC.","141, ch. des Affluents Stoneham-et-Tewkesbury (Québec)  G3C 2S5","141, ch. des Affluents","Stoneham-et-Tewkesbury","Québec","G3C 2S5","","R-005885-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-04-26","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
